{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 0, u'total': 5, u'show': 4}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 3, u'total': 8, u'show': 4}
{u'qreply': 1, u'total': 4, u'show': 2}
{u'qreply': 0, u'total': 10, u'show': 4}
{u'qreply': 1, u'total': 6, u'show': 3}
{u'qreply': 0, u'total': 5, u'show': 5}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 15, u'total': 38, u'show': 18}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 2, u'total': 49, u'show': 38}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 2, u'total': 3, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 6, u'show': 6}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 4, u'total': 43, u'show': 34}
{u'qreply': 228, u'total': 294, u'show': 57}
{u'qreply': 12, u'total': 25, u'show': 10}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 2, u'total': 4, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 3, u'total': 8, u'show': 3}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 5, u'show': 5}
{u'qreply': 8, u'total': 9, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 24, u'show': 20}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 2, u'total': 7, u'show': 4}
{u'qreply': 13, u'total': 17, u'show': 3}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 3, u'total': 8, u'show': 4}
{u'qreply': 4, u'total': 12, u'show': 7}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 3, u'show': 0}
{u'qreply': 7, u'total': 9, u'show': 2}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 5, u'total': 7, u'show': 2}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 5, u'total': 8, u'show': 2}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 6, u'show': 3}
{u'qreply': 38, u'total': 44, u'show': 3}
{u'qreply': 9, u'total': 12, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 12, u'total': 33, u'show': 3}
{u'qreply': 11, u'total': 28, u'show': 6}
{u'qreply': 3, u'total': 14, u'show': 6}
{u'qreply': 5, u'total': 12, u'show': 4}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 534, u'total': 591, u'show': 49}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 3, u'total': 8, u'show': 3}
{u'qreply': 1, u'total': 11, u'show': 5}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 4, u'total': 17, u'show': 4}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 19, u'show': 17}
{u'qreply': 0, u'total': 14, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 6, u'total': 7, u'show': 1}
{u'qreply': 6, u'total': 39, u'show': 32}
{u'qreply': 1, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 28, u'total': 82, u'show': 53}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 36, u'total': 69, u'show': 31}
{u'qreply': 5, u'total': 20, u'show': 12}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 2, u'total': 6, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 11, u'total': 40, u'show': 25}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 9, u'total': 10, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 16, u'total': 32, u'show': 12}
{u'qreply': 0, u'total': 4, u'show': 2}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 2, u'total': 24, u'show': 20}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 4, u'total': 6, u'show': 2}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 4, u'total': 10, u'show': 4}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 18, u'total': 29, u'show': 10}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 3, u'show': 2}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 4, u'show': 3}
{u'qreply': 6, u'total': 36, u'show': 26}
{u'qreply': 1, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 23, u'total': 34, u'show': 9}
{u'qreply': 663, u'total': 719, u'show': 51}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 4, u'show': 2}
{u'qreply': 0, u'total': 16, u'show': 13}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 5, u'total': 6, u'show': 1}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 3, u'total': 11, u'show': 7}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 2, u'total': 4, u'show': 1}
{u'qreply': 25, u'total': 39, u'show': 8}
{u'qreply': 0, u'total': 3, u'show': 1}
{u'qreply': 2, u'total': 6, u'show': 4}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 2, u'total': 44, u'show': 41}
{u'qreply': 12, u'total': 42, u'show': 23}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 9, u'total': 17, u'show': 7}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 3, u'show': 2}
{u'qreply': 3, u'total': 7, u'show': 2}
{u'qreply': 4, u'total': 8, u'show': 2}
{u'qreply': 4, u'total': 8, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 8, u'show': 7}
{u'qreply': 1, u'total': 8, u'show': 6}
{u'qreply': 0, u'total': 7, u'show': 7}
{u'qreply': 0, u'total': 11, u'show': 1}
{u'qreply': 0, u'total': 4, u'show': 3}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 67, u'total': 108, u'show': 41}
{u'qreply': 478, u'total': 544, u'show': 58}
{u'qreply': 0, u'total': 66, u'show': 64}
{u'qreply': 21, u'total': 62, u'show': 40}
{u'qreply': 7, u'total': 11, u'show': 4}
{u'qreply': 27, u'total': 41, u'show': 12}
{u'qreply': 211, u'total': 381, u'show': 154}
{u'qreply': 34, u'total': 46, u'show': 11}
{u'qreply': 2, u'total': 4, u'show': 2}
{u'qreply': 1, u'total': 2, u'show': 1}
{u'qreply': 1, u'total': 21, u'show': 20}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 4, u'show': 3}
{u'qreply': 1, u'total': 6, u'show': 5}
{u'qreply': 39, u'total': 86, u'show': 43}
{u'qreply': 0, u'total': 10, u'show': 9}
{u'qreply': 1, u'total': 10, u'show': 8}
{u'qreply': 2, u'total': 6, u'show': 4}
{u'qreply': 93, u'total': 141, u'show': 39}
{u'qreply': 1, u'total': 3, u'show': 1}
{u'qreply': 18, u'total': 26, u'show': 6}
{u'qreply': 98, u'total': 177, u'show': 76}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 33, u'total': 46, u'show': 12}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 6, u'total': 8, u'show': 2}
{u'qreply': 1, u'total': 3, u'show': 2}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 3, u'total': 9, u'show': 6}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 11, u'total': 17, u'show': 6}
{u'qreply': 12, u'total': 27, u'show': 13}
{u'qreply': 1, u'total': 2, u'show': 1}
{u'qreply': 75, u'total': 86, u'show': 10}
{u'qreply': 254, u'total': 300, u'show': 30}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 2, u'total': 6, u'show': 2}
{u'qreply': 208, u'total': 296, u'show': 76}
{u'qreply': 36, u'total': 68, u'show': 24}
{u'qreply': 417, u'total': 469, u'show': 43}
{u'qreply': 15, u'total': 21, u'show': 5}
{u'qreply': 31, u'total': 38, u'show': 4}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 14, u'total': 30, u'show': 11}
{u'qreply': 598, u'total': 637, u'show': 32}
{u'qreply': 1, u'total': 7, u'show': 4}
{u'qreply': 19916, u'total': 22286, u'show': 1861}
{u'qreply': 1, u'total': 3, u'show': 1}
{u'qreply': 414, u'total': 741, u'show': 255}
{u'qreply': 914, u'total': 979, u'show': 55}
{u'qreply': 183, u'total': 211, u'show': 21}
{u'qreply': 45, u'total': 59, u'show': 9}
{u'qreply': 294, u'total': 330, u'show': 20}
{u'qreply': 235, u'total': 279, u'show': 30}
{u'qreply': 18493, u'total': 19123, u'show': 536}
{u'qreply': 676, u'total': 717, u'show': 29}
{u'qreply': 6, u'total': 26, u'show': 16}
{u'qreply': 52, u'total': 200, u'show': 143}
{u'qreply': 0, u'total': 6, u'show': 6}
{u'qreply': 40, u'total': 74, u'show': 31}
{u'qreply': 0, u'total': 13, u'show': 13}
{u'qreply': 31, u'total': 58, u'show': 26}
{u'qreply': 20, u'total': 30, u'show': 9}
{u'qreply': 2736, u'total': 3260, u'show': 419}
{u'qreply': 170, u'total': 197, u'show': 22}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 156, u'total': 177, u'show': 16}
{u'qreply': 1061, u'total': 1147, u'show': 68}
{u'qreply': 155, u'total': 188, u'show': 27}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 7509, u'total': 7859, u'show': 321}
{u'qreply': 4222, u'total': 4440, u'show': 198}
{u'qreply': 16, u'total': 31, u'show': 12}
{u'qreply': 55, u'total': 69, u'show': 12}
{u'qreply': 235, u'total': 281, u'show': 33}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 41, u'total': 89, u'show': 44}
{u'qreply': 1, u'total': 3, u'show': 2}
{u'qreply': 353, u'total': 415, u'show': 62}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 121, u'total': 211, u'show': 81}
{u'qreply': 2, u'total': 5, u'show': 3}
{u'qreply': 917, u'total': 993, u'show': 71}
{u'qreply': 8, u'total': 12, u'show': 3}
{u'qreply': 1138, u'total': 1192, u'show': 40}
{u'qreply': 40, u'total': 82, u'show': 26}
{u'qreply': 2900, u'total': 3206, u'show': 238}
{u'qreply': 0, u'total': 5, u'show': 4}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 239, u'total': 407, u'show': 141}
{u'qreply': 6, u'total': 19, u'show': 9}
{u'qreply': 30, u'total': 114, u'show': 74}
{u'qreply': 4, u'total': 8, u'show': 4}
{u'qreply': 21, u'total': 30, u'show': 8}
{u'qreply': 279, u'total': 324, u'show': 43}
{u'qreply': 879, u'total': 952, u'show': 54}
{u'qreply': 253, u'total': 295, u'show': 37}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 119, u'total': 181, u'show': 52}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 1855, u'total': 1992, u'show': 104}
{u'qreply': 86, u'total': 134, u'show': 46}
{u'qreply': 21, u'total': 43, u'show': 16}
{u'qreply': 4493, u'total': 4725, u'show': 193}
{u'qreply': 43, u'total': 85, u'show': 41}
{u'qreply': 34, u'total': 53, u'show': 15}
{u'qreply': 242, u'total': 285, u'show': 40}
{u'qreply': 22, u'total': 41, u'show': 19}
{u'qreply': 1, u'total': 5, u'show': 3}
{u'qreply': 230, u'total': 356, u'show': 115}
{u'qreply': 997, u'total': 1064, u'show': 59}
{u'qreply': 680, u'total': 724, u'show': 40}
{u'qreply': 2415, u'total': 3482, u'show': 860}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1593, u'total': 1669, u'show': 64}
{u'qreply': 41, u'total': 122, u'show': 72}
{u'qreply': 191, u'total': 229, u'show': 33}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 443, u'total': 543, u'show': 78}
{u'qreply': 60, u'total': 80, u'show': 18}
{u'qreply': 848, u'total': 1320, u'show': 339}
{u'qreply': 34, u'total': 43, u'show': 7}
{u'qreply': 190, u'total': 230, u'show': 33}
{u'qreply': 4740, u'total': 5391, u'show': 504}
{u'qreply': 119, u'total': 148, u'show': 22}
{u'qreply': 2, u'total': 4, u'show': 1}
{u'qreply': 6, u'total': 16, u'show': 7}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 82, u'total': 91, u'show': 7}
{u'qreply': 0, u'total': 4, u'show': 1}
{u'qreply': 0, u'total': 2, u'show': 0}
{u'qreply': 218, u'total': 239, u'show': 17}
{u'qreply': 166, u'total': 189, u'show': 15}
{u'qreply': 1704, u'total': 2197, u'show': 370}
{u'qreply': 192, u'total': 199, u'show': 6}
{u'qreply': 44, u'total': 52, u'show': 7}
{u'qreply': 275, u'total': 326, u'show': 39}
{u'qreply': 12, u'total': 18, u'show': 5}
{u'qreply': 1, u'total': 5, u'show': 2}
{u'qreply': 3935, u'total': 4172, u'show': 176}
{u'qreply': 170, u'total': 195, u'show': 20}
{u'qreply': 16, u'total': 32, u'show': 13}
{u'qreply': 3626, u'total': 3762, u'show': 104}
{u'qreply': 4657, u'total': 5040, u'show': 298}
{u'qreply': 6, u'total': 12, u'show': 4}
{u'qreply': 1, u'total': 7, u'show': 6}
{u'qreply': 1321, u'total': 1501, u'show': 124}
{u'qreply': 12144, u'total': 12675, u'show': 419}
{u'qreply': 233, u'total': 270, u'show': 28}
{u'qreply': 657, u'total': 705, u'show': 30}
{u'qreply': 1, u'total': 15, u'show': 12}
{u'qreply': 330, u'total': 367, u'show': 30}
{u'qreply': 52, u'total': 60, u'show': 7}
{u'qreply': 18995, u'total': 19664, u'show': 540}
{u'qreply': 115, u'total': 139, u'show': 15}
{u'qreply': 8674, u'total': 9903, u'show': 897}
{u'qreply': 217, u'total': 257, u'show': 22}
{u'qreply': 13, u'total': 31, u'show': 15}
{u'qreply': 157, u'total': 191, u'show': 30}
{u'qreply': 867, u'total': 910, u'show': 35}
{u'qreply': 89, u'total': 113, u'show': 19}
{u'qreply': 1261, u'total': 1356, u'show': 90}
{u'qreply': 1, u'total': 2, u'show': 1}
{u'qreply': 609, u'total': 845, u'show': 198}
{u'qreply': 161, u'total': 196, u'show': 32}
{u'qreply': 371, u'total': 501, u'show': 108}
{u'qreply': 678, u'total': 736, u'show': 41}
{u'qreply': 0, u'total': 5, u'show': 4}
{u'qreply': 2, u'total': 4, u'show': 2}
{u'qreply': 1749, u'total': 1915, u'show': 139}
{u'qreply': 1, u'total': 3, u'show': 2}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 356, u'total': 482, u'show': 118}
{u'qreply': 7, u'total': 13, u'show': 5}
{u'qreply': 2, u'total': 7, u'show': 5}
{u'qreply': 14, u'total': 22, u'show': 4}
{u'qreply': 16, u'total': 42, u'show': 25}
{u'qreply': 2, u'total': 10, u'show': 7}
{u'qreply': 1530, u'total': 1662, u'show': 121}
{u'qreply': 33, u'total': 40, u'show': 7}
{u'qreply': 433, u'total': 584, u'show': 130}
{u'qreply': 2, u'total': 6, u'show': 3}
{u'qreply': 2, u'total': 6, u'show': 3}
{u'qreply': 2, u'total': 6, u'show': 3}
{u'qreply': 1, u'total': 59, u'show': 56}
{u'qreply': 0, u'total': 6, u'show': 5}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 44, u'total': 105, u'show': 53}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 7, u'show': 6}
{u'qreply': 4, u'total': 12, u'show': 7}
{u'qreply': 4, u'total': 12, u'show': 6}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 5, u'show': 4}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 165, u'total': 201, u'show': 33}
{u'qreply': 168, u'total': 215, u'show': 35}
{u'qreply': 61, u'total': 88, u'show': 24}
{u'qreply': 103, u'total': 117, u'show': 12}
{u'qreply': 1304, u'total': 1376, u'show': 63}
{u'qreply': 0, u'total': 11, u'show': 10}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 5, u'show': 1}
{u'qreply': 16, u'total': 34, u'show': 17}
{u'qreply': 1, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 7, u'show': 7}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 5, u'show': 2}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 4, u'show': 3}
{u'qreply': 0, u'total': 7, u'show': 7}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 3, u'show': 2}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 3, u'show': 1}
{u'qreply': 1, u'total': 2, u'show': 1}
{u'qreply': 5, u'total': 20, u'show': 14}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 3, u'show': 3}
{u'qreply': 8, u'total': 23, u'show': 3}
{u'qreply': 0, u'total': 5, u'show': 4}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 10, u'total': 18, u'show': 7}
{u'qreply': 1, u'total': 3, u'show': 2}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 1, u'total': 7, u'show': 3}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 9, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 4, u'show': 1}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 4, u'show': 3}
{u'qreply': 4, u'total': 16, u'show': 12}
{u'qreply': 78, u'total': 109, u'show': 29}
{u'qreply': 2, u'total': 4, u'show': 2}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 2, u'total': 4, u'show': 2}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 1, u'total': 6, u'show': 4}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 5, u'show': 3}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 3, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 1, u'total': 2, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 8, u'total': 24, u'show': 5}
{u'qreply': 0, u'total': 3, u'show': 2}
{u'qreply': 0, u'total': 4, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 4, u'total': 21, u'show': 14}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 2, u'total': 6, u'show': 4}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 0}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 10, u'total': 16, u'show': 5}
{u'qreply': 10, u'total': 14, u'show': 3}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 44, u'total': 58, u'show': 13}
{u'qreply': 4236, u'total': 4424, u'show': 154}
{u'qreply': 154, u'total': 170, u'show': 16}
{u'qreply': 2831, u'total': 3220, u'show': 348}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 9, u'total': 34, u'show': 24}
{u'qreply': 2, u'total': 3, u'show': 1}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 2, u'total': 17, u'show': 1}
{u'qreply': 8, u'total': 10, u'show': 2}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 32, u'total': 83, u'show': 41}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 8, u'total': 13, u'show': 5}
{u'qreply': 1822, u'total': 1902, u'show': 65}
{u'qreply': 72, u'total': 85, u'show': 12}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 31, u'total': 37, u'show': 5}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 99, u'total': 186, u'show': 7}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 4192, u'total': 4510, u'show': 257}
{u'qreply': 109, u'total': 130, u'show': 16}
{u'qreply': 64, u'total': 142, u'show': 73}
{u'qreply': 31062, u'total': 34689, u'show': 3023}
{u'qreply': 0, u'total': 1, u'show': 0}
{u'qreply': 56, u'total': 78, u'show': 19}
{u'qreply': 0, u'total': 1, u'show': 1}
{u'qreply': 4011, u'total': 4442, u'show': 362}
{{u'qreply': None, u'total': None, u'show': None}}
{u'qreply': 0, u'total': 2, u'show': 2}
{u'qreply': 1687, u'total': 1917, u'show': 35}
{u'qreply': 185, u'total': 214, u'show': 26}
{u'qreply': 662, u'total': 760, u'show': 78}
{u'qreply': 256, u'total': 295, u'show': 33}
{u'qreply': 31268, u'total': 33488, u'show': 1712}
{u'qreply': 1080, u'total': 1289, u'show': 173}
{u'qreply': 4983, u'total': 8093, u'show': 686}
{u'qreply': 178, u'total': 231, u'show': 15}
{u'qreply': 0, u'total': 6, u'show': 0}
{u'qreply': 304, u'total': 580, u'show': 46}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 0, u'total': 8, u'show': 0}
{u'qreply': 11, u'total': 54, u'show': 4}
{u'qreply': 0, u'total': 4, u'show': 2}
{u'qreply': 235, u'total': 397, u'show': 9}
{u'qreply': 0, u'total': 26, u'show': 1}
{u'qreply': 1, u'total': 4, u'show': 3}
{u'qreply': 0, u'total': 54, u'show': 5}
{u'qreply': 0, u'total': 3, u'show': 0}
{u'qreply': 1, u'total': 11, u'show': 1}
{u'qreply': 2, u'total': 5, u'show': 2}
{u'qreply': 1422, u'total': 1508, u'show': 51}
{u'qreply': 0, u'total': 2, u'show': 1}
{u'qreply': 9, u'total': 200, u'show': 71}
{u'qreply': 12, u'total': 114, u'show': 20}
{u'qreply': 0, u'total': 0, u'show': 0}
{u'qreply': 32, u'total': 158, u'show': 5}
